transcript_type	V20	Freq	Frac	Ratio	Class
protein_coding	AluJb	16	0.0137103684661525	0.541521580482954	SINE
protein_coding	AluJo	11	0.00942587832047986	0.952887594052095	SINE
protein_coding	AluJr	24	0.0205655526992288	0.837657967975353	SINE
protein_coding	AluSc	7	0.00599828620394173	0.740950405007011	SINE
protein_coding	AluSc8	4	0.00342759211653813	0.777642635800351	SINE
protein_coding	AluSg	17	0.0145672664952871	1.56974144031752	SINE
protein_coding	AluSg4	1	0.000856898029134533	0.326235513394583	SINE
protein_coding	AluSg7	5	0.00428449014567267	3.39839851394395	SINE
protein_coding	AluSp	19	0.0162810625535561	1.15834780250265	SINE
protein_coding	AluSq	5	0.00428449014567267	1.61155392057523	SINE
protein_coding	AluSq2	7	0.00599828620394173	0.537402014054187	SINE
protein_coding	AluSx	28	0.0239931448157669	0.88591942047	SINE
protein_coding	AluSx1	24	0.0205655526992288	0.886773846459776	SINE
protein_coding	AluSx3	8	0.00685518423307626	0.819461053345094	SINE
protein_coding	AluSx4	1	0.000856898029134533	0.338241522581604	SINE
protein_coding	AluSz	23	0.0197086546700943	0.772125860878976	SINE
protein_coding	AluSz6	3	0.0025706940874036	0.290994970021868	SINE
protein_coding	AluY	12	0.0102827763496144	0.484170525979136	SINE
protein_coding	AluYa5	1	0.000856898029134533	1.0638854556064	SINE
protein_coding	AluYc	1	0.000856898029134533	0.595027994041049	SINE
protein_coding	AluYe5	3	0.0025706940874036	9.1566869842868	SINE
protein_coding	AluYf1	1	0.000856898029134533	1.96885310225361	SINE
protein_coding	AluYh7	1	0.000856898029134533	8.16559966775808	SINE
protein_coding	AluYh9	1	0.000856898029134533	23.0289503013882	SINE
protein_coding	AluYj4	3	0.0025706940874036	4.22157461203793	SINE
protein_coding	AluYk3	2	0.00171379605826907	1.32017728090389	SINE
protein_coding	AluYm1	3	0.0025706940874036	2.54342350062985	SINE
protein_coding	AmnSINE2	1	0.000856898029134533	6.10900582552352	SINE
protein_coding	Arthur1B	1	0.000856898029134533	1.74654731349166	DNA
protein_coding	Arthur1C	1	0.000856898029134533	5.63845150574791	DNA
protein_coding	Chap1_Mam	1	0.000856898029134533	8.23125202092671	DNA
protein_coding	Charlie10a	1	0.000856898029134533	13.3522712334874	DNA
protein_coding	Charlie15b	1	0.000856898029134533	2.11078903917995	DNA
protein_coding	Charlie17a	1	0.000856898029134533	3.27669381305913	DNA
protein_coding	Charlie18a	1	0.000856898029134533	1.63377693170788	DNA
protein_coding	Charlie1b	1	0.000856898029134533	1.32787557880188	DNA
protein_coding	Charlie3	1	0.000856898029134533	11.9858115462772	DNA
protein_coding	Charlie4a	1	0.000856898029134533	1.40961055760192	DNA
protein_coding	Charlie4z	1	0.000856898029134533	0.679004327392355	DNA
protein_coding	CR1-L3A_Croc	1	0.000856898029134533	12.8098465047461	LINE
protein_coding	ERV3-16A3_I-int	1	0.000856898029134533	0.613186019365626	LTR
protein_coding	ERVL-B4-int	1	0.000856898029134533	0.990610655400491	LTR
protein_coding	ERVL-E-int	2	0.00171379605826907	0.899034895659183	LTR
protein_coding	Eulor6D	1	0.000856898029134533	53.2357143650735	DNA
protein_coding	Eulor8	1	0.000856898029134533	28.2700133658362	DNA
protein_coding	FAM	3	0.0025706940874036	2.81922266109218	SINE
protein_coding	FLAM_A	3	0.0025706940874036	0.799002569297431	SINE
protein_coding	FLAM_C	3	0.0025706940874036	0.487955237051579	SINE
protein_coding	FRAM	1	0.000856898029134533	0.197635069000499	SINE
protein_coding	HAL1	5	0.00428449014567267	0.942723169386184	LINE
protein_coding	Harlequin-int	2	0.00171379605826907	13.8954559392635	LTR
protein_coding	hAT-4b_Ther	1	0.000856898029134533	17.4431813703083	DNA
protein_coding	hAT-5_Mam	1	0.000856898029134533	4.45560776176318	DNA
protein_coding	HERV-Fc1_LTR1	1	0.000856898029134533	241.126374016747	LTR
protein_coding	HERV16-int	1	0.000856898029134533	2.12391041616876	LTR
protein_coding	HERV17-int	1	0.000856898029134533	4.47506060138254	LTR
protein_coding	HERV3-int	1	0.000856898029134533	12.7302795220828	LTR
protein_coding	HERVE-int	3	0.0025706940874036	43.3008595073389	LTR
protein_coding	HERVFH19-int	1	0.000856898029134533	35.9574346388316	LTR
protein_coding	HERVH-int	1	0.000856898029134533	0.691139878624406	LTR
protein_coding	HERVI-int	1	0.000856898029134533	46.5811777217915	LTR
protein_coding	HERVIP10F-int	1	0.000856898029134533	12.5356295497832	LTR
protein_coding	HERVIP10FH-int	2	0.00171379605826907	18.6749459873408	LTR
protein_coding	HERVK11-int	1	0.000856898029134533	14.3326820548275	LTR
protein_coding	HERVP71A-int	1	0.000856898029134533	16.1383815087987	LTR
protein_coding	HERVS71-int	1	0.000856898029134533	21.8039656167423	LTR
protein_coding	Kanga2_a	1	0.000856898029134533	2.6142554255597	DNA
protein_coding	L1M1	3	0.0025706940874036	1.2101404454391	LINE
protein_coding	L1M3e	1	0.000856898029134533	5.05443173130188	LINE
protein_coding	L1M4	1	0.000856898029134533	0.197102916098125	LINE
protein_coding	L1M5	10	0.00856898029134533	0.889109211099783	LINE
protein_coding	L1M6	1	0.000856898029134533	0.753936004714669	LINE
protein_coding	L1M6B	1	0.000856898029134533	5.53938166895853	LINE
protein_coding	L1MA4	1	0.000856898029134533	0.373430719763126	LINE
protein_coding	L1MA4A	1	0.000856898029134533	0.645027226199301	LINE
protein_coding	L1MB1	1	0.000856898029134533	0.644418930524225	LINE
protein_coding	L1MB3	8	0.00685518423307626	1.80024092723342	LINE
protein_coding	L1MB4	2	0.00171379605826907	0.855504412446657	LINE
protein_coding	L1MB5	3	0.0025706940874036	1.21516288117384	LINE
protein_coding	L1MB7	5	0.00428449014567267	0.858316826849315	LINE
protein_coding	L1MC	1	0.000856898029134533	0.506505575850424	LINE
protein_coding	L1MC1	3	0.0025706940874036	0.922262458627283	LINE
protein_coding	L1MC2	1	0.000856898029134533	0.627645032286572	LINE
protein_coding	L1MC3	5	0.00428449014567267	1.51070583063366	LINE
protein_coding	L1MC4	3	0.0025706940874036	0.507466946547679	LINE
protein_coding	L1MC4a	1	0.000856898029134533	0.402311254663062	LINE
protein_coding	L1MC5	4	0.00342759211653813	1.10705548162261	LINE
protein_coding	L1MC5a	6	0.0051413881748072	1.34229631383479	LINE
protein_coding	L1MCb	2	0.00171379605826907	3.75379708305567	LINE
protein_coding	L1MD	1	0.000856898029134533	0.468634928304287	LINE
protein_coding	L1MD1	1	0.000856898029134533	0.575723370723659	LINE
protein_coding	L1MD2	3	0.0025706940874036	1.09456585672365	LINE
protein_coding	L1MDa	5	0.00428449014567267	2.84347237300753	LINE
protein_coding	L1MDb	1	0.000856898029134533	4.03458777866232	LINE
protein_coding	L1ME1	5	0.00428449014567267	0.638994415653612	LINE
protein_coding	L1ME2	1	0.000856898029134533	0.312363722540812	LINE
protein_coding	L1ME2z	3	0.0025706940874036	1.64646549818624	LINE
protein_coding	L1ME3	1	0.000856898029134533	0.438411701272841	LINE
protein_coding	L1ME3A	6	0.0051413881748072	1.52045589970043	LINE
protein_coding	L1ME3Cz	2	0.00171379605826907	0.562220351737601	LINE
protein_coding	L1ME3E	1	0.000856898029134533	0.882486610904314	LINE
protein_coding	L1ME3F	1	0.000856898029134533	0.883247055287881	LINE
protein_coding	L1ME3G	5	0.00428449014567267	1.07431297738275	LINE
protein_coding	L1ME4a	1	0.000856898029134533	0.137210005950937	LINE
protein_coding	L1ME4b	3	0.0025706940874036	0.48861438385134	LINE
protein_coding	L1ME4c	6	0.0051413881748072	2.55877021818685	LINE
protein_coding	L1MEc	1	0.000856898029134533	0.22358179674558	LINE
protein_coding	L1MEd	1	0.000856898029134533	0.238239528205838	LINE
protein_coding	L1MEg	1	0.000856898029134533	0.299229777197281	LINE
protein_coding	L1P2	1	0.000856898029134533	2.48885553955205	LINE
protein_coding	L1PA10	3	0.0025706940874036	1.676086350172	LINE
protein_coding	L1PA17	1	0.000856898029134533	0.845185449179799	LINE
protein_coding	L1PA2	5	0.00428449014567267	4.00777342925009	LINE
protein_coding	L1PA3	2	0.00171379605826907	0.738452468538382	LINE
protein_coding	L1PA5	1	0.000856898029134533	0.351858266423526	LINE
protein_coding	L1PA6	1	0.000856898029134533	0.661579819132149	LINE
protein_coding	L1PA7	2	0.00171379605826907	0.610992491908579	LINE
protein_coding	L1PB1	2	0.00171379605826907	0.611357134722927	LINE
protein_coding	L1PBa	2	0.00171379605826907	3.689605781506	LINE
protein_coding	L1PBa1	2	0.00171379605826907	17.5177273948844	LINE
protein_coding	L1PBb	3	0.0025706940874036	36.599553625988	LINE
protein_coding	L1PREC2	1	0.000856898029134533	0.492982380044629	LINE
protein_coding	L2	16	0.0137103684661525	1.18908548307468	LINE
protein_coding	L2a	52	0.0445586975149957	1.25376887341679	LINE
protein_coding	L2b	43	0.0368466152527849	1.88114633613914	LINE
protein_coding	L2c	37	0.0317052270779777	1.17306961789867	LINE
protein_coding	L2d	8	0.00685518423307626	1.15599243002577	LINE
protein_coding	L2d2	12	0.0102827763496144	0.917429000720665	LINE
protein_coding	L3	17	0.0145672664952871	1.51122348407742	LINE
protein_coding	L3b	3	0.0025706940874036	1.24935985768122	LINE
protein_coding	L4_A_Mam	3	0.0025706940874036	1.84674044024146	LINE
